"Hugo_symbol" "lengths"
"ECM1" 5680
"ECM2" 43294
"ECSCR" 14183
"ECSIT" 23218
"ECT2L" 107963
"ECT2" 78588
"EDA2R" 44919
"EDARADD" 90644
"EDAR" 94785
"EDA" 423386
"EDC3" 65876
"EDC4" 11447
"EDDM3A" 25989
"EDDM3B" 2544
"EDEM1" 32256
"EDEM2" 31972
"EDEM3" 64670
"EDF1" 4217
"EDIL3" 444326
"EDN1" 40731
"EDN2" 5924
"EDN3" 25577
"EDNRA" 64037
"EDNRB" 80046
"EEA1" 204591
"EED" 41036
"EEF1A1P9" 1750
"EEF1A1" 5282
"EEF1A2" 11069
"EEF1B2" 3335
"EEF1DP3" 112801
"EEF1D" 17981
"EEF1E1" 29188
"EEF1G" 14295
"EEF2K" 82460
"EEF2" 9407
"EEFSEC" 272740
"EEPD1" 148286
"EFCAB10" 16434
"EFCAB1" 26250
"EFCAB2" 155489
"EFCAB3" 46262
"CRACR2B" 6433
"CRACR2A" 139852
"EFCAB5" 178549
"EFCAB6" 284428
"EFCAB7" 62080
"EFEMP1" 58196
"EFEMP2" 6359
"MICU2" 111514
"MICU3" 105831
"EFHB" 68042
"EFHC1" 76856
"EFHC2" 197418
"EFHD1" 76724
"EFHD2" 20451
"EFNA1" 7023
"EFNA2" 18614
"EFNA3" 8701
"EFNA4" 5813
"EFNA5" 294048
"EFNB1" 13139
"EFNB2" 45917
"EFNB3" 6170
"EFR3A" 109549
"EFR3B" 117061
"EFS" 9233
"EFTUD1" 132543
"EFTUD2" 49677
"EGFL6" 63974
"EGFL7" 17925
"EGFL8" 3686
"EGFLAM" 206921
"EGFR" 192611
"EGF" 100883
"EGLN1" 58576
"EGLN2" 9243
"EGLN3" 26847
"EGOT" 2398
"EGR1" 3824
"EGR2" 7171
"EGR3" 5821
"EGR4" 2619
"EHBP1L1" 16616
"EHBP1" 372609
"EHD1" 28071
"EHD2" 29712
"EHD3" 35299
"EHD4" 76624
"EHF" 42195
"EHHADH" 63425
"EHMT1" 217126
"EHMT2" 17939
"EI24" 15468
"EID1" 2039
"EID2B" 1865
"EID2" 1454
"EID3" 1466
"EIF1AD" 5672
"EIF1AX" 17313
"EIF1AY" 17443
"EIF1B" 2717
"EIF1" 3783
"EIF2AK1" 36982
"EIF2AK2" 57855
"EIF2AK3" 70724
"EIF2AK4" 101476
"EIF2A" 39338
"EIF2B1" 13280
"EIF2B2" 9445
"EIF2B3" 136200
"EIF2B4" 6105
"EIF2B5" 10288
"AGO1" 60724
"AGO2" 122250
"AGO3" 146817
"AGO4" 50260
"EIF2S1" 26188
"EIF2S2" 23934
"EIF2S3" 23854
"EIF3A" 47147
"EIF3B" 26659
"EIF3CL" 24304
"EIF3C" 47172
"EIF3D" 18311
"EIF3E" 47518
"EIF3F" 14515
"EIF3G" 4885
"EIF3H" 113693
"EIF3IP1" 986
"EIF3I" 10020
"EIF3J" 25735
"EIF3K" 17766
"EIF3L" 40539
"EIF3M" 22448
"EIF4A1" 6181
"EIF4A2" 6320
"EIF4A3" 12759
"EIF4B" 35759
"EIF4E1B" 15969
"EIF4E2" 33058
"EIF4E3" 79359
"EIF4EBP1" 29831
"EIF4EBP2" 24473
"EIF4EBP3" 1914
"EIF4ENIF1" 55302
"EIF4E" 58953
"EIF4G1" 20863
"EIF4G2" 11989
"EIF4G3" 370605
"EIF4H" 22740
"EIF5A2" 20219
"EIF5AL1" 3839
"EIF5A" 5464
"EIF5B" 63937
"EIF5" 10788
"EIF6" 5866
"ELAC1" 20081
"ELAC2" 26452
"ELANE" 5253
"ELAVL1" 47068
"ELAVL2" 160609
"ELAVL3" 29720
"ELAVL4" 155717
"ELF1" 129467
"ELF2" 119998
"ELF3" 6600
"ELF4" 46936
"ELF5" 35003
"ELFN1" 81879
"ELFN2" 86835
"ELK1" 15084
"ELK3" 75449
"ELK4" 24929
"ELL2" 76864
"ELL3" 4346
"ELL" 79407
"ELMO1" 596420
"ELMO2" 41006
"ELMO3" 4898
"ELMOD1" 75770
"ELMOD2" 29624
"ELMOD3" 37358
"ELN" 42135
"ELOF1" 6193
"ELOVL1" 4677
"ELOVL2" 63546
"ELOVL3" 4822
"ELOVL4" 32739
"ELOVL5" 81781
"ELOVL6" 153353
"ELOVL7" 92503
"DBIL5P" 3003
"ELP2" 50658
"ELP3" 100921
"ELP4" 280557
"ELSPBP1" 30522
"ADGRL4" 116966
"EMB" 47107
"EMCN" 122711
"EMD" 2287
"EME1" 8263
"EME2" 3492
"EMG1" 26515
"EMID1" 53701
"COL26A1" 196655
"EMILIN1" 7788
"EMILIN2" 68997
"EMILIN3" 6856
"EML1" 204338
"EML2" 36233
"EML3" 10557
"EML4" 163195
"EML5" 180805
"EML6" 249441
"EMP1" 23215
"EMP2" 52176
"EMP3" 5050
"ADGRE1" 52901
"ADGRE2" 46168
"ADGRE3" 74743
"ADGRE4P" 38346
"EMX1" 25742
"EMX2OS" 60775
"EMX2" 7101
"EN1" 5477
"EN2" 6702
"ENAH" 173217
"ENAM" 19353
"ENC1" 14018
"ENDOD1" 42799
"ENDOG" 4274
"ENDOU" 15756
"ENGASE" 13787
"ENG" 39761
"ENHO" 1947
"ENKUR" 80300
"ENO1" 17686
"ENO2" 9117
"ENO3" 7949
"ENOPH1" 30587
"ENOSF1" 42346
"ENOX1" 573846
"ENOX2" 280987
"ENPEP" 89130
"ENPP1" 87135
"ENPP2" 116319
"ENPP3" 110111
"ENPP4" 16699
"ENPP5" 11828
"ENPP6" 129167
"ENPP7" 12007
"ENSA" 8376
"ENTHD1" 150840
"ENTPD1" 166365
"ENTPD2" 5954
"ENTPD3" 41562
"ENTPD4" 28579
"ENTPD5" 61410
"ENTPD6" 32405
"ENTPD7" 51736
"ENTPD8" 7346
"ENY2" 11607
"EOMES" 6766
"EP300" 87485
"EP400NL" 42057
"EP400" 130518
"EPAS1" 89290
"EPB41L1" 167908
"EPB41L2" 235367
"EPB41L3" 238387
"EPB41L4A" 277448
"EPB41L4B" 148990
"EPB41L5" 166087
"EPB41" 232955
"EPB42" 28629
"DMTN" 33596
"EPC1" 111079
"EPC2" 143740
"EPCAM" 17709
"EPDR1" 31380
"EPGN" 9204
"EPHA10" 51264
"EPHA1" 18052
"EPHA2" 31767
"EPHA3" 374513
"EPHA4" 156175
"EPHA5" 350932
"EPHA6" 946951
"EPHA7" 179564
"EPHA8" 40106
"EPHB1" 665203
"EPHB2" 210730
"EPHB3" 20623
"EPHB4" 24958
"EPHB6" 16454
"EPHX1" 35439
"EPHX2" 106416
"EPHX3" 6534
"EPHX4" 33553
"EPM2AIP1" 8088
"EPM2A" 353483
"EPN1" 34338
"EPN2" 99338
"EPN3" 11015
"EPOR" 7107
"EPO" 3232
"EPPK1" 21724
"EPRS" 77905
"EPS15L1" 116768
"EPS15" 165012
"EPS8L1" 12054
"EPS8L2" 21525
"EPS8L3" 13896
"EPS8" 169254
"EPSTI1" 105883
"EPT1" 49742
"EPX" 12448
"EPYC" 41293
"ERAL1" 6045
"ERAP1" 175710
"ERAP2" 43777
"ERAS" 3356
"ERBB2IP" 155992
"ERBB2" 40578
"ERBB3" 23397
"ERBB4" 1163085
"ERC1" 505903
"ERC2" 960162
"ERCC1" 44213
"ERCC2" 20810
"ERCC3" 36876
"ERCC4" 32211
"ERCC5" 29963
"ERCC6L" 34362
"ERCC6" 85068
"ERCC8" 78624
"EREG" 23604
"ERF" 7567
"ERGIC1" 118432
"ERGIC2" 44628
"ERGIC3" 15556
"ERG" 294522
"ERH" 18171
"ERI1" 208037
"ERI2" 26279
"ERI3" 134228
"ERICH1" 116482
"ERLEC1" 47593
"ERLIN1" 35935
"ERLIN2" 21795
"ERMAP" 27869
"ERMN" 9099
"ERMP1" 103030
"ERN1" 93327
"ERN2" 22938
"ERO1LB" 68919
"ERO1L" 55835
"ERP27" 24510
"ERP29" 10109
"ERP44" 119815
"ERRFI1" 14584
"ERVFRD-1" 9236
"ESAM" 9164
"ESCO1" 71455
"ESCO2" 40481
"ESD" 26444
"ESF1" 70611
"ESM1" 7726
"ESPL1" 25386
"ESPNL" 32947
"ESPNP" 28939
"ESPN" 36591
"ESR1" 475471
"ESR2" 111924
"ESRP1" 66467
"ESRP2" 10207
"ESRRA" 11219
"ESRRB" 130492
"ESRRG" 634456
"ESX1" 4895
"ESYT1" 16474
"ESYT2" 98580
"ESYT3" 47113
"ETAA1" 14772
"ETF1" 37143
"ETFA" 96116
"ETFB" 21233
"ETFDH" 37522
"ETHE1" 20482
"ETNK1" 65520
"ETNK2" 20982
"ETS1" 128832
"ETS2" 19772
"ETV1" 100196
"ETV2" 3696
"ETV3L" 20789
"ETV3" 17400
"ETV4" 18497
"ETV5" 62775
"ETV6" 245785
"ETV7" 33712
"EVC2" 147140
"EVC" 117844
"EVI2A" 5212
"EVI2B" 10379
"EVI5L" 34758
"EVI5" 283717
"EVL" 172814
"EVPLL" 11979
"EVPL" 20461
"EVX1" 5028
"EVX2" 3855
"EWSR1" 32269
"EXD1" 48346
"EXD2" 52543
"EXD3" 116366
"EXO1" 41972
"EXOC1" 51438
"EXOC2" 208003
"EXOC3L2" 21834
"EXOC3L1" 5757
"EXOC3" 24114
"EXOC4" 814070
"EXOC5" 68398
"EXOC6B" 650049
"EXOC6" 232663
"EXOC7" 22794
"EXOC8" 5099
"EXOG" 30178
"EXOSC10" 33256
"EXOSC1" 10108
"EXOSC2" 11134
"EXOSC3" 5378
"EXOSC4" 16587
"EXOSC5" 10985
"EXOSC6" 5162
"EXOSC7" 37377
"EXOSC8" 9241
"EXOSC9" 15698
"EXPH5" 102083
"EXT1" 317336
"EXT2" 156322
"EXTL1" 14689
"EXTL2" 23039
"EXTL3" 147863
"EYA1" 350671
"EYA2" 294220
"EYA3" 118327
"EYA4" 291788
"EYS" 1987246
"EZH1" 44803
"EZH2" 76970
"EZR" 53624
"F10" 26730
"F11R" 25941
"F11" 24763
"F12" 7426
"F13A1" 176578
"F13B" 28523
"F2RL1" 16285
"F2RL2" 7921
"F2RL3" 3607
"F2R" 19644
"F2" 20305
"F3" 12684
"F5" 74679
"F7" 14912
"F8A1" 1701
"F8" 186935
"F9" 32739
"FA2H" 61876
"FAAH2" 367335
"FAAH" 19528
"FABP12" 65991
"FABP1" 5080
"FABP2" 4888
"FABP3" 14023
"FABP4" 4814
"FABP5P3" 6121
"FABP5" 4239
"FABP6" 51341
"FABP7" 34876
"FABP9" 3326
"FADD" 4094
"FADS1" 17376
"FADS2" 51151
"FADS3" 18698
"FADS6" 16501
"FAF1" 523239
"FAF2" 61746
"FAHD1" 12983
"FAHD2A" 14030
"FAHD2B" 14144
"FAH" 34160
"FAIM2" 37004
"FCMR" 18719
"FAIM" 25277
"UBALD1" 6004
"UBALD2" 5950
"FAM101A" 26860
"FAM101B" 5962
"FAM102A" 40407
"FAM102B" 79222
"FAM103A1" 4847
"FAM104A" 25041
"FAM104B" 18093
"FAM105A" 34388
"OTULIN" 55758
"FAM106A" 2280
"FAM106CP" 1758
"FAM107A" 63493
"FAM107B" 256340
"ABHD17A" 8709
"ABHD17B" 49084
"ABHD17C" 60311
"FAM109A" 8444
"FAM109B" 5194
"ST13P4" 1598
"FAM110A" 12564
"FAM110B" 154261
"FAM110C" 8263
"FAM111A" 12183
"FAM111B" 20230
"PCED1A" 5929
"PCED1B" 157060
"FAM114A1" 77933
"FAM114A2" 48788
"TCAF1" 50823
"TCAF2" 109436
"DENND6A" 67664
"DENND6B" 17986
"FAM117A" 53802
"FAM117B" 134788
"FAM118A" 32995
"FAM118B" 53126
"METTL21A" 45422
"METTL21B" 9927
"FAM120AOS" 10269
"FAM120A" 114427
"FAM120B" 117045
"FAM120C" 114960
"FAM122A" 5501
"FAM122B" 27666
"FAM122C" 58742
"AMER2" 10772
"AMER1" 20591
"AMER3" 13659
"FAM124A" 61907
"FAM124B" 23409
"MVB12A" 19591
"MVB12B" 180211
"FAM126A" 118285
"FAM126B" 97953
"FAM127A" 1191
"FAM127B" 1259
"FAM127C" 2029
"MZT2A" 23356
"MZT2B" 8465
"FAM129A" 183476
"FAM129B" 73692
"FAM129C" 33454
"FAM131A" 10351
"FAM131B" 28904
"FAM131C" 15882
"FAM132A" 4770
"FAM133A" 38558
"FAM133B" 29632
"FAM134A" 7248
"FAM134B" 144058
"FAM134C" 29919
"FAM135A" 147770
"FAM135B" 367707
"FAM136A" 6091
"FAM136BP" 637
"FAM138B" 1470
"FAM138D" 1472
"FAM138E" 1470
"FAM138F" 1470
"FAM13A-AS1" 20314
"FAM13A" 385444
"FAM13B" 114052
"FAM13C" 117248
"FAM149A" 70586
"FAM149B1" 76414
"FAM150A" 31393
"FAM150B" 9314
"FAM151A" 14347
"FAM151B" 54494
"FAM153A" 89271
"FAM153B" 51089
"FAM153C" 55896
"SAXO1" 121856
"SAXO2" 22112
"FAM155A" 703986
"FAM155B" 28182
"FAM156A" 48218
"FAM157A" 69307
"FAM157B" 55217
"EMC9" 3643
"FAM159A" 38245
"FAM160A1" 261360
"FAM160A2" 23325
"FAM160B1" 78052
"FAM160B2" 15761
"FAM161A" 53886
"FAM161B" 18260
"FAM162A" 28152
"FAM162B" 13522
"FAM163A" 88435
"FAM163B" 32313
"ZC2HC1A" 53716
"ZC2HC1C" 10360
"SMIM11" 13644
"FAM166A" 7728
"FAM166B" 2048
"FAM167A" 54444
"FAM167B" 1634
"FAM168A" 197625
"FAM168B" 45592
"FAM169A" 90420
"FAM169B" 77174
"FAM170A" 6264
"FAM170B" 2867
"FAM171A1" 162889
"FAM171A2" 10638
"FAM171B" 71899
"FAM172A" 496569
"FAM173A" 2009
"FAM173B" 24402
"FAM174A" 51394
"FAM174B" 116772
"FAM175A" 25620
"FAM175B" 34867
"EVA1A" 77401
"EVA1B" 2124
"FAM177A1" 38476
"FAM177B" 34977
"FAM178A" 55718
"FAM178B" 110718
"FAM179A" 70932
"FAM179B" 112241
"FAM180A" 19221
"FAM180B" 2543
"FAM181A" 10714
"FAM181B" 3924
"FAM182A" 32303
"FAM182B" 37839
"FAM183A" 13437
"FAM183B" 1743
"FAM184A" 189430
"FAM184B" 152315
"FAM185A" 101754
"FAM186A" 69779
"FAM186B" 22836
"FAM187B" 3924
"FAM188A" 82364
"FAM188B" 120970
"FAM189A1" 450471
"FAM189A2" 67901
"FAM189B" 8687
"TVP23A" 60868
"TVP23C" 61367
"TVP23B" 25719
"CCSER1" 1477901
"CCSER2" 189969
"FAM192A" 33650
"FAM193A" 197200
"FAM193B" 34775
"ERICH6" 44678
"ERICH6B" 74536
"FAM195A" 6646
"FAM195B" 10930
"FAM196A" 61161
"FAM196B" 119205
"FAM198A" 78404
"FAM198B" 48601
"FAM199X" 29449
"FAM19A1" 554464
"FAM19A2" 551856
"FAM19A3" 8274
"FAM19A4" 200846
"FAM19A5" 262379
"FAM200A" 13100
"FAM200B" 38926
"FAM20A" 71091
"FAM20B" 50770
"FAM20C" 68201
"FAM21A" 65621
"FAM21C" 65921
"NUTM2A" 13473
"NUTM2D" 12975
"NUTM2F" 10446
"NUTM2G" 14128
"TMEM236" 48806
"FAM24A" 2516
"FAM24B" 30563
"FAM25A" 4436
"FAM25BP" 4476
"FAM26D" 32106
"FAM26E" 13149
"FAM26F" 2407
"FAM27B" 1260
"FAM27C" 1256
"FAM27L" 1129
"FAM32A" 6862
"FAM35A" 96990
"FAM35DP" 41518
"FAM35BP" 41504
"COX20" 9757
"PIEZO1" 69882
"PIEZO2" 479348
"FAM3A" 10098
"FAM3B" 53498
"FAM3C" 47518
"FAM3D" 32900
"STRIP1" 23064
"STRIP2" 53967
"FAM41AY1" 15784
"FAM41C" 8731
"FAM43A" 3154
"FAM43B" 2447
"FAM45A" 33902
"FAM45B" 2507
"FAM46A" 6951
"FAM46B" 7830
"FAM46C" 22341
"FAM46D" 111446
"FAM47A" 2578
"FAM47B" 2119
"FAM47C" 3298
"FAM47E" 69743
"SUPT20H" 50402
"SUPT20HL1" 5159
"SUPT20HL2" 5178
"FAM49A" 116375
"FAM49B" 177536
"FAM50A" 6513
"FAM50B" 19419
"FAM53A" 110258
"FAM53B" 125086
"FAM53C" 12172
"MTFR2" 22629
"MTFR1L" 13036
"NXPE1" 41310
"NXPE2" 349426
"NXPE3" 49020
"NXPE4" 25624
"FAM57A" 10422
"FAM57B" 28603
"FAM58A" 11240
"FAM58BP" 1230
"GAREM" 207361
"BRINP2" 111532
"BRINP3" 380339
"FAM60A" 45634
"FAM63A" 11857
"FAM63B" 90642
"FAM64A" 7014
"FAM65A" 28363
"FAM65B" 238004
"FAM65C" 105896
"FAM66A" 48982
"FAM66C" 20791
"FAM66D" 35407
"FAM66E" 53742
"FAM69A" 128793
"FAM69B" 12170
"FAM69C" 28918
"TMEM255A" 60552
"TMEM255B" 57778
"FAM71A" 2301
"FAM71B" 4418
"FAM71C" 2361
"FAM71D" 40193
"FAM71E1" 10205
"FAM71E2" 8352
"FAM71F1" 22680
"FAM71F2" 30634
"FAM72A" 19167
"FAM72B" 16672
"FAM72D" 18891
"FAM73A" 99916
"FAM73B" 35477
"FAM74A1" 5851
"FAM74A3" 7155
"FAM74A4" 7113
"SPATA31A3" 6246
"SPATA31A5" 6281
"SPATA31A6" 6228
"SPATA31C1" 9721
"FAM76A" 37155
"FAM76B" 21443
"FAM78A" 23850
"FAM78B" 111083
"ULK4P2" 28153
"ULK4P3" 28016
"FAM81A" 123893
"FAM81B" 65645
"RMDN2" 148457
"RMDN3" 19452
"RMDN1" 47302
"FAM83A" 31032
"FAM83B" 98776
"FAM83C" 6694
"FAM83D" 26689
"FAM83E" 14639
"FAM83F" 48580
"FAM83G" 37354
"FAM83H" 9846
"FAM84A" 19199
"FAM84B" 6055
"EEF2KMT" 13536
"FAM86B1" 13330
"FAM86B2" 11005
"FAM86C1" 13726
"FAM86DP" 13563
"FAM89A" 21296
"FAM89B" 1652
"FAM8A1" 11413
"FAM90A1" 6358
"FAM90A7P" 2966
"FAM91A1" 47013
"FAM92A1" 30977
"FAM92A1P2" 2454
"FAM92B" 14150
"FAM95B1" 5649
"FAM96A" 21449
"FAM96B" 2337
"FAM98A" 15702
"FAM98B" 33583
"FAM98C" 5964
"FAM99A" 2257
"FAM99B" 2359
"FAM9A" 10588
"FAM9B" 9895
"FAM9C" 9176
"FANCA" 79098
"FANCB" 182392
"FANCC" 218676
"FANCD2" 75495
"FANCE" 14768
"FANCF" 3290
"FANCG" 6103
"FANCI" 73286
"FANCL" 82438
"FANCM" 64960
"FANK1" 113376
"FAP" 72788
"FAR1" 63680
"FAR2" 186516
"FARP1" 312587
"FARP2" 138556
"FARS2" 510576
"FARSA" 11232
"FARSB" 89193
"FASLG" 7868
"FASN" 19965
"FASTKD1" 46041
"FASTKD2" 30801
"FASTKD3" 9878
"FASTKD5" 13346
"FASTK" 4262
"FAS" 48630
"FAT1" 138907
"FAT2" 90730
"FAT3" 671837
"FAT4" 178014
"FATE1" 7159
"FAU" 1504
"FBF1" 28658
"FBLIM1" 30420
"FBLL1" 1329
"FBLN1" 98252
"FBLN2" 89283
"FBLN5" 78291
"FBLN7" 116173
"FBL" 11937
"FBN1" 237396
"FBN2" 280336
"FBN3" 84190
"FBP1" 37130
"FBP2" 35104
"FBRSL1" 95037
"FBRS" 12379
"FBXL12" 10261
"FBXL13" 264250
"FBXL14" 34940
"FBXL15" 3916
"FBXL16" 15353
"FBXL17" 523063
"FBXL18" 59384
"FBXL19" 25728
"FBXL20" 149893
"FBXL21" 11699
"FBXL22" 6045
"FBXL2" 145673
"FBXL3" 34567
"FBXL4" 79471
"FBXL5" 77163
"FBXL6" 3041
"FBXL7" 439616
"FBXL8" 4217
"FBXO10" 65488
"FBXO11" 99578
"FBXO15" 74491
"FBXO16" 61910
"FBXO17" 34341
"FBXO18" 48023
"FBXO21" 48480
"FBXO22-AS1" 447
"FBXO22" 38652
"FBXO24" 18627
"FBXO25" 71159
"FBXO27" 25491
"FBXO28" 47936
"FBXO2" 6042
"FBXO30" 70907
"FBXO31" 65134
"FBXO32" 43319
"FBXO33" 36127
"FBXO34" 82190
"FBXO36" 91410
"FBXO38" 58901
"FBXO39" 11431
"FBXO3" 33576
"FBXO40" 36916
"FBXO41" 29796
"FBXO42" 105640
"FBXO43" 17218
"FBXO44" 8952
"FBXO45" 20399
"FBXO46" 22548
"FBXO47" 31198
"FBXO48" 7903
"FBXO4" 122169
"FBXO5" 13044
"FBXO6" 10154
"FBXO7" 24149
"FBXO8" 47009
"FBXO9" 43066
"FBXW10" 35325
"FBXW11" 148055
"FBXW12" 22611
"FBXW2" 36466
"FBXW4" 84631
"FBXW5" 4339
"FBXW7" 216329
"FBXW8" 121549
"FBXW9" 7984
"FCAMR" 12702
"FCAR" 17189
"FCER1A" 24336
"FCER1G" 3950
"FCER2" 13998
"FCF1" 25502
"FCGBP" 71303
"FCGR1A" 10447
"FCGR1B" 9816
"FCGR1C" 8990
"FCGR2A" 18618
"FCGR2B" 31411
"FCGR2C" 19881
"FCGR3A" 8978
"FCGR3B" 8767
"FCGRT" 13767
"FCHO1" 40844
"FCHO2" 134481
"FCHSD1" 12141
"FCHSD2" 305939
"FCN1" 14680
"FCN2" 26444
"FCN3" 5742
"FCRL1" 27885
"FCRL2" 31739
"FCRL3" 24504
"FCRL4" 24338
"FCRL5" 39156
"FCRL6" 15751
"FCRLA" 7330
"FCRLB" 6599
"FDFT1" 43736
"FDPSP2" 4980
"FDPS" 11918
"FDX1L" 5970
"FDX1" 34936
"FDXACB1" 5109
"FDXR" 10497
"FECH" 42331
"FEM1A" 9539
"FEM1B" 18117
"FEM1C" 23870
"FEN1" 4327
"FER1L4" 48825
"FER1L5" 62168
"FER1L6" 268074
"FERD3L" 639
"FERMT1" 48764
"FERMT2" 93826
"FERMT3" 17229
"FER" 450756
"FES" 11355
"FETUB" 17172
"FEV" 4097
"FEZ1" 53429
"FEZ2" 45951
"FEZF1" 10916
"FEZF2" 3869
"FFAR1" 922
"FFAR2" 3510
"FFAR3" 2385
"FGA" 7616
"FGB" 9827
"FGD1" 50780
"FGD2" 23417
"FGD3" 88713
"FGD4" 246527
"FGD5" 115609
"FGD6" 140718
"FGF10" 89459
"FGF11" 6639
"FGF12" 588151
"FGF13" 608162
"FGF14" 691639
"FGF16" 9889
"FGF17" 9101
"FGF18" 37979
"FGF19" 5784
"FGF1" 105892
"FGF20" 10164
"FGF21" 2806
"FGF22" 4494
"FGF23" 11485
"FGF2" 71528
"FGF3" 9448
"FGF4" 4319
"FGF5" 24429
"FGF6" 11657
"FGF7" 65533
"FGF8" 10239
"FGF9" 33428
"FGFBP1" 3163
"FGFBP2" 2930
"FGFBP3" 2902
"FGFR1OP2" 28276
"FGFR1OP" 53401
"FGFR1" 57696
"FGFR2" 120128
"FGFR3" 15579
"FGFR4" 11229
"FGFRL1" 16968
"FGGY" 466325
"FGG" 8674
"FGL1" 45603
"FGL2" 6450
"FGR" 23497
"FHAD1" 163723
"FHDC1" 44251
"FHIT" 1504184
"FHL1" 64657
"FHL2" 80817
"FHL3" 8926
"FHL5" 56101
"FHOD1" 18092
"FHOD3" 482507
"FH" 22152
"FIBCD1" 36809
"FIBIN" 2975
"FIBP" 4770
"FICD" 5933
"FIG4" 134135
"FIGF" 38817
"FIGLA" 13333
"FIGNL1" 13086
"FIGNL2" 30861
"FIGN" 133544
"FILIP1L" 281369
"FILIP1" 201942
"FIP1L1" 84942
"FIS1" 5609
"FITM1" 1383
"FITM2" 8362
"FIZ1" 8327
"FJX1" 2405
"FKBP10" 10277
"FKBP11" 3584
"FKBP14" 16115
"FKBP15" 60319
"FKBP1AP1" 2182
"FKBP1A" 24195
"FKBP1B" 34538
"FKBP2" 3040
"FKBP3" 19189
"FKBP4" 10453
"FKBP5" 154998
"FKBP6" 30471
"FKBP7" 17153
"FKBP8" 11810
"FKBP9P1" 23493
"FKBP9" 49527
"FKBPL" 1581
"FKRP" 12560
"FKSG29" 607
"ACTR3BP2" 1337
"FKTN" 97833
"FLAD1" 9767
"FLCN" 30242
"FLG2" 11293
"FLG" 23074
"FLI1" 128004
"FLII" 14207
"FLJ10038" 5943
"EBLN2" 1678
"ARHGEF40" 28972
"FAM86B3P" 16295
"EPB41L4A-AS2" 1395
"FLJ12825" 63980
"KLF3-AS1" 51927
"FLJ13224" 1629
"BIN3-IT1" 1838
"FLJ16779" 7637
"CASC15" 529407
"FLJ23867" 2716
"LINC00905" 8422
"LINC01205" 85177
"FLJ25758" 1462
"FLJ26850" 24994
"FLJ30679" 1979
"SATB2-AS1" 4660
"FLJ33360" 26851
"LINC01184" 142735
"FLJ34503" 17255
"VLDLR-AS1" 86721
"ENDOV" 22969
"LINC00957" 5247
"DLGAP1-AS1" 3265
"FLJ36000" 7722
"CCDC71L" 6798
"FLJ36777" 5952
"FLJ37201" 6628
"LINC00282" 31830
"FLJ37453" 13932
"C5ORF64" 93237
"THAP7-AS1" 8452
"LOC100130417" 2874
"TAPT1-AS1" 31524
"LINC01138" 26961
"EHMT1-IT1" 1750
"ANKRD36BP2" 40694
"SLC25A3P1" 1650
"KRT18P55" 31396
"WEE2-AS1" 33892
"FLJ41941" 8583
"SPATA41" 6261
"FLJ42393" 2265
"FLJ42627" 7147
"NR2F1-AS1" 171964
"LINC00982" 8108
"LINC00643" 16829
"LINC-PINT" 232354
"SPATA31D4" 6570
"MROH5" 73405
"SPATA31D5P" 6490
"LINC00452" 26214
"SPATA31D3" 6594
"C5ORF63" 35085
"FLJ44635" 17566
"FLJ45079" 5086
"DICER1-AS1" 22245
"LINC01000" 19757
"LINC01002" 5193
"GATA3-AS1" 3034
"KRT8P41" 1827
"SPATA31D1" 7851
"DMBT1P1" 40951
"BAIAP2-AS1" 5586
"FLNA" 26107
"FLNB" 163829
"FLNC" 28868
"FLOT1" 15142
"FLOT2" 18394
"FLRT1" 91319
"FLRT2" 127056
"FLRT3" 14862
"FLT1" 194782
"FLT3LG" 12865
"FLT3" 97313
"FLT4" 48792
"FLVCR1" 41088
"FLVCR2" 69547
"FLYWCH1" 39335
"FLYWCH2" 16578
"FMN1" 429221
"FMN2" 383304
"FMNL1" 27054
"FMNL2" 314656
"FMNL3" 70906
"FMO1" 37507
"FMO2" 27478
"FMO3" 26946
"FMO4" 27953
"FMO5" 41835
"FMO6P" 23823
"FMO9P" 21322
"FMOD" 10494
"FMR1NB" 45328
"FMR1" 39208
"FN1" 75727
"FN3KRP" 11311
"FN3K" 15581
"FNBP1L" 121604
"FNBP1" 166659
"FNBP4" 50966
"FNDC1" 102708
"FNDC3A" 234538
"FNDC3B" 362091
"FNDC4" 3619
"FNDC5" 10216
"FNDC7" 29841
"FNDC8" 9117
"FNIP1" 155303
"FNIP2" 139024
"FNTA" 29489
"FNTB" 75755
"FOLH1B" 61138
"FOLH1" 63550
"FOLR1" 6614
"FOLR2" 5156
"FOLR3" 4167
"IZUMO1R" 3407
"FOSB" 7183
"FOSL1" 8477
"FOSL2" 24462
"FOS" 3402
"FOXA1" 5697
"FOXA2" 4492
"FOXA3" 9471
"FOXB1" 3133
"FOXB2" 1298
"FOXC1" 3982
"FOXC2" 2899
"FOXD1" 2511
"FOXD2" 2647
"FOXD3" 2561
"FOXD4L1" 2066
"FOXD4L3" 2217
"FOXD4L5" 3108
"FOXD4L6" 2010
"FOXD4" 2186
"FOXE1" 3491
"FOXE3" 1767
"FOXF1" 4895
"FOXF2" 6027
"FOXG1" 3490
"FOXH1" 2437
"FOXI1" 3837
"FOXI2" 3998
"FOXI3" 5906
"FOXJ1" 4912
"FOXJ2" 22842
"FOXJ3" 160266
"FOXK1" 89147
"FOXK2" 84870
"FOXL1" 4929
"FOXL2" 2913
"FOXM1" 19494
"FOXN1" 32689
"FOXN2" 64996
"FOXN3" 462988
"FOXN4" 31428
